number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_boosting_type,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_depth,params_min_data_in_leaf,params_min_gain_to_split,params_num_leaves,state
182,0.761084925673097,2025-10-14 02:03:02.496448,2025-10-14 02:03:18.056261,0 days 00:00:15.559813,0.966090139704157,7,gbdt,0.8246041664382668,0.33774312577992005,1.860312790845359,0.015943516821373925,9,85,0.04793764908192684,24,COMPLETE
183,0.7613598448853679,2025-10-14 02:03:18.059185,2025-10-14 02:03:33.018269,0 days 00:00:14.959084,0.8411736483897657,7,gbdt,0.6387051598688042,0.31556951212006934,1.6633887016037145,0.01867284860846215,10,97,0.04994597185503639,32,COMPLETE
184,0.7603203253942756,2025-10-14 02:03:33.020697,2025-10-14 02:04:10.610813,0 days 00:00:37.590116,0.9419810628919429,7,gbdt,0.8584673504054768,0.4053403784856445,1.4533332582522218,0.006018027664263067,8,59,0.04577908215522071,32,COMPLETE
185,0.7620329194372857,2025-10-14 02:04:10.615368,2025-10-14 02:04:25.376687,0 days 00:00:14.761319,0.8692732095581365,4,gbdt,0.6738295627133352,0.3747480493332743,1.1393661988218189,0.019617460311773128,0,52,0.01560440839389316,40,COMPLETE
186,0.7600351382114181,2025-10-14 02:04:25.379145,2025-10-14 02:04:39.116289,0 days 00:00:13.737144,0.869963265003551,4,gbdt,0.6749751931974691,0.3805842654602065,0.31787339442921064,0.019914903759558508,0,51,0.013066820503005633,40,COMPLETE
187,0.76108102543031,2025-10-14 02:04:39.118858,2025-10-14 02:05:06.778274,0 days 00:00:27.659416,0.8524053169047948,4,gbdt,0.6637056860794655,0.3574259758437991,1.1087802433663263,0.011307481719905497,0,52,0.014657727939274947,40,COMPLETE
188,0.7612809645309792,2025-10-14 02:05:06.782906,2025-10-14 02:05:34.606469,0 days 00:00:27.823563,0.8851934546721968,4,gbdt,0.681361171762984,0.19389460747401635,1.589132158083121,0.009806938134734265,0,58,0.016180520782393886,40,COMPLETE
189,0.7598723346990308,2025-10-14 02:05:34.609515,2025-10-14 02:05:46.205748,0 days 00:00:11.596233,0.9010603053564793,1,gbdt,0.7946255217806119,0.1380431327778295,0.03503737495950175,0.02205681065374459,-1,54,0.0490354453096543,48,COMPLETE
190,0.7615525710363525,2025-10-14 02:05:46.209100,2025-10-14 02:06:01.542821,0 days 00:00:15.333721,0.8763287828141408,4,gbdt,0.6507528584302197,0.3332973240871076,0.17630820909768188,0.01782894046635361,11,56,0.032297463853303385,48,COMPLETE
191,0.7609335705392776,2025-10-14 02:06:01.545205,2025-10-14 02:06:22.565206,0 days 00:00:21.020001,0.8715769118544557,4,gbdt,0.6498737500498913,0.33153786742552693,0.12229444251928306,0.017680608071550145,11,90,0.033939076668070736,48,COMPLETE
192,0.7618356236395525,2025-10-14 02:06:22.567731,2025-10-14 02:06:37.704952,0 days 00:00:15.137221,0.8804258136890172,4,gbdt,0.6573480953303372,0.3394927810693703,0.7297319646857734,0.01956940995727868,11,56,0.036609848364238515,48,COMPLETE
193,0.729297823969679,2025-10-14 02:06:37.707619,2025-10-14 02:06:46.458813,0 days 00:00:08.751194,0.8593973051969068,4,gbdt,0.6718719714274902,0.36877866701589096,0.714954168048613,0.020742632408966274,1,57,0.034910483304444156,128,COMPLETE
194,0.7596906739852746,2025-10-14 02:06:46.462265,2025-10-14 02:07:04.071802,0 days 00:00:17.609537,0.8832146616240562,4,gbdt,0.6420365404684503,0.38927038769970407,0.8025418550024943,0.01956265000864499,11,53,0.03675306210023259,80,COMPLETE
195,0.7283130021912393,2025-10-14 02:07:04.074279,2025-10-14 02:07:11.929038,0 days 00:00:07.854759,0.8242537612904283,4,gbdt,0.6580570618115936,0.3085518088781694,0.7642856493866584,0.018485162439043853,1,62,0.03863822056598461,48,COMPLETE
196,0.7605939857753479,2025-10-14 02:07:11.932381,2025-10-14 02:07:43.610663,0 days 00:00:31.678282,0.9124321021973144,4,gbdt,0.6319008277975903,0.3512575029420694,0.6629507323128521,0.010801497551090495,10,37,0.03928838810496418,40,COMPLETE
197,0.7591213809544812,2025-10-14 02:07:43.617494,2025-10-14 02:08:00.859198,0 days 00:00:17.241704,0.8371106491817785,6,gbdt,0.6980080086183511,0.426022112685568,0.8828286357639714,0.01982962565989829,12,69,0.025995589516053325,40,COMPLETE
198,0.7602005292438001,2025-10-14 02:08:00.861826,2025-10-14 02:08:11.865280,0 days 00:00:11.003454,0.9541219098991993,5,gbdt,0.6662144295815366,0.4872576144063595,0.07423398193211161,0.021400871498200365,9,55,0.04688421020844077,48,COMPLETE
199,0.7608960839545814,2025-10-14 02:08:11.867730,2025-10-14 02:08:24.037562,0 days 00:00:12.169832,0.9045064870907871,6,gbdt,0.6889507845023066,0.11939499881370948,1.1526132431671658,0.023259724809617775,11,49,0.03672198755618026,48,COMPLETE
200,0.7603195568485555,2025-10-14 02:08:24.040276,2025-10-14 02:08:39.776572,0 days 00:00:15.736296,0.8629975854649384,3,gbdt,0.8683418777271209,0.45132767421551456,0.9212178436303015,0.01922399913586882,9,65,0.04059794659273548,40,COMPLETE
201,0.7599495685191575,2025-10-14 02:08:39.779607,2025-10-14 02:09:03.426443,0 days 00:00:23.646836,0.8784029965706749,4,gbdt,0.6546676545599988,0.33475283735128486,0.08239060288252166,0.016342079552849307,11,57,0.03220682319913889,48,COMPLETE
202,0.7618719368565805,2025-10-14 02:09:03.430783,2025-10-14 02:09:21.490630,0 days 00:00:18.059847,0.8918807115016688,4,gbdt,0.6485237146815782,0.32746451294886275,0.6185270917065261,0.017580597800984858,11,55,0.035166868727332865,48,COMPLETE
203,0.7621670921227929,2025-10-14 02:09:21.492754,2025-10-14 02:09:39.586495,0 days 00:00:18.093741,0.8886595412270732,4,gbdt,0.6788172435956152,0.29979178258104716,0.6201395272127521,0.0186732160557017,11,52,0.035370302917826,48,COMPLETE
204,0.761489757429118,2025-10-14 02:09:39.589130,2025-10-14 02:09:59.073644,0 days 00:00:19.484514,0.8904754045120505,4,gbdt,0.6714540733584243,0.2947052164106132,0.7097932555221571,0.018698917132776265,11,52,0.03567570523077179,48,COMPLETE
205,0.7601271328458046,2025-10-14 02:09:59.078707,2025-10-14 02:10:18.702593,0 days 00:00:19.623886,0.8675981447376077,4,gbdt,0.9439889311814491,0.3223661974573069,0.6076077170555527,0.020336718925380574,11,55,0.03742064262292892,48,COMPLETE
206,0.7607117608303567,2025-10-14 02:10:18.705123,2025-10-14 02:10:44.669999,0 days 00:00:25.964876,0.544642629721926,4,gbdt,0.6443777877257735,0.363600122731393,0.6296497478628313,0.011525744940655707,12,52,0.048332177632040216,40,COMPLETE
207,0.761110821240532,2025-10-14 02:10:44.674459,2025-10-14 02:11:02.638204,0 days 00:00:17.963745,0.8516932127843955,6,gbdt,0.662740547272232,0.30367735281423386,0.6808524735973612,0.017815526571001408,10,60,0.015294285939586046,48,COMPLETE
208,0.7620183517129084,2025-10-14 02:11:02.640686,2025-10-14 02:11:29.285582,0 days 00:00:26.644896,0.8991720792454828,4,gbdt,0.6831323278215374,0.34843825380970544,0.4588256970662568,0.010254860423389,11,50,0.03472639967785718,40,COMPLETE
209,0.7617484161355647,2025-10-14 02:11:29.288359,2025-10-14 02:11:58.044067,0 days 00:00:28.755708,0.8992530949563745,4,gbdt,0.9156871354814461,0.34749865476779224,0.7436938743049321,0.008820966114353585,11,50,0.037884380962519046,32,COMPLETE
210,0.7559537977339659,2025-10-14 02:11:58.047335,2025-10-14 02:13:54.868065,0 days 00:01:56.820730,0.8969914541428871,4,dart,0.9195481852811345,0.34737278697444424,0.46040155569947017,0.008651957153992581,11,50,0.03631964706543913,32,COMPLETE
211,0.7617090530924784,2025-10-14 02:13:54.872207,2025-10-14 02:14:23.257797,0 days 00:00:28.385590,0.8873781893102936,4,gbdt,0.9129659966096152,0.37950904931731627,0.744198899169583,0.010422643912153988,11,48,0.03826643396892015,32,COMPLETE
212,0.7614324283347148,2025-10-14 02:14:23.262427,2025-10-14 02:14:56.064117,0 days 00:00:32.801690,0.8876406722307961,4,gbdt,0.9014065000050102,0.3826696823820128,0.5592689863341549,0.008849142731710145,11,48,0.037797999255134454,32,COMPLETE
213,0.7610064801600035,2025-10-14 02:14:56.068466,2025-10-14 02:15:25.183914,0 days 00:00:29.115448,0.9045799442071882,4,gbdt,0.9165574891446993,0.34577069265702914,0.782415445894806,0.00838243796743159,11,51,0.03925292734239374,32,COMPLETE
214,0.7622686090863687,2025-10-14 02:15:25.188639,2025-10-14 02:15:57.191965,0 days 00:00:32.003326,0.8958295311134316,4,gbdt,0.9108276983700146,0.36718337758776876,0.5134130937016282,0.0074903455572006,12,47,0.03826625670576995,32,COMPLETE
215,0.7610419318893109,2025-10-14 02:15:57.194912,2025-10-14 02:16:36.717252,0 days 00:00:39.522340,0.9218306397900651,4,gbdt,0.9128783903449662,0.3230915033412393,0.7397742120452666,0.0073544490269492075,12,54,0.038296979366009475,32,COMPLETE
216,0.7615395416014913,2025-10-14 02:16:36.719763,2025-10-14 02:17:05.925795,0 days 00:00:29.206032,0.8968783909842749,4,gbdt,0.9107084207127865,0.3675044686920254,0.4211910413951376,0.007386838798473263,12,47,0.03530906930422208,32,COMPLETE
217,0.7619149362443892,2025-10-14 02:17:05.930247,2025-10-14 02:17:38.700215,0 days 00:00:32.769968,0.8879477344345078,4,gbdt,0.9312046155167241,0.34710703089669837,0.5332751240182105,0.008074971630599198,11,50,0.037360527455645255,32,COMPLETE
218,0.7625724966685543,2025-10-14 02:17:38.702832,2025-10-14 02:18:12.229231,0 days 00:00:33.526399,0.8865982723807314,4,gbdt,0.9321246821580017,0.3535899189602496,0.5580046689057586,0.007741834115480666,11,50,0.03765865577172149,32,COMPLETE
219,0.7610907085416605,2025-10-14 02:18:12.233252,2025-10-14 02:18:38.134900,0 days 00:00:25.901648,0.9114409908032949,4,gbdt,0.9345522392548948,0.351493667413767,0.5216359176379897,0.0077651392615999135,12,50,0.03675168461344481,32,COMPLETE
220,0.7621670638804032,2025-10-14 02:18:38.137297,2025-10-14 02:19:12.508975,0 days 00:00:34.371678,0.9007086973170404,4,gbdt,0.9376259336976897,0.30591880153017015,0.48218797148964426,0.007386804477993091,11,53,0.037328036386630424,32,COMPLETE
221,0.7613213451128172,2025-10-14 02:19:12.513234,2025-10-14 02:19:45.275525,0 days 00:00:32.762291,0.9020859963755916,4,gbdt,0.9536804125654345,0.316330329318705,0.5062307952291614,0.007043453338786245,11,53,0.036492689394219645,32,COMPLETE
222,0.7603727903567987,2025-10-14 02:19:45.280109,2025-10-14 02:20:17.046315,0 days 00:00:31.766206,0.9316501134517621,4,gbdt,0.9300718513540115,0.2865779209519729,0.5806051618501551,0.0067929242594991545,11,52,0.03772409429257873,24,COMPLETE
223,0.7615109433014586,2025-10-14 02:20:17.050921,2025-10-14 02:20:51.211211,0 days 00:00:34.160290,0.8845741397603601,4,gbdt,0.9261466910670286,0.33837042716791,0.4499641891481021,0.007980190438684004,11,50,0.0397829343258286,32,COMPLETE
224,0.7611941617102399,2025-10-14 02:20:51.215693,2025-10-14 02:21:20.599764,0 days 00:00:29.384071,0.9127950945866633,4,gbdt,0.9413603432383327,0.3012054449352529,0.3462764642498378,0.007633406493973696,11,56,0.035178901274509296,32,COMPLETE
225,0.7610245609800041,2025-10-14 02:21:20.602168,2025-10-14 02:21:52.513620,0 days 00:00:31.911452,0.8936247631815539,4,gbdt,0.9229992846963719,0.3551946292834695,0.556901221877442,0.008101844629562574,12,54,0.038703046849458196,32,COMPLETE
226,0.76128039703058,2025-10-14 02:21:52.516710,2025-10-14 02:22:29.812114,0 days 00:00:37.295404,0.9457671855317159,4,gbdt,0.953791258839082,0.3239454772726807,0.4979686710263015,0.007198984788158376,11,51,0.03770313830270724,32,COMPLETE
227,0.7619114795325588,2025-10-14 02:22:29.816546,2025-10-14 02:23:06.755906,0 days 00:00:36.939360,0.8787133345569047,4,gbdt,0.9340253459143528,0.26271652308709104,0.6097951708229957,0.0067071836756900476,11,49,0.034037090839458925,40,COMPLETE
228,0.7608977506346117,2025-10-14 02:23:06.760213,2025-10-14 02:23:40.333398,0 days 00:00:33.573185,0.9640003844222971,4,gbdt,0.9361705860715034,0.26556728873539936,0.5472131012404607,0.0069887659067587,10,72,0.033895623787255955,40,COMPLETE
229,0.7618242573059899,2025-10-14 02:23:40.335744,2025-10-14 02:24:14.473081,0 days 00:00:34.137337,0.875849785804137,4,gbdt,0.9448629636088581,0.271946387496158,0.5901423714863203,0.007602644673355063,12,46,0.03586603827444175,40,COMPLETE
230,0.7616518041454894,2025-10-14 02:24:14.476143,2025-10-14 02:24:57.808857,0 days 00:00:43.332714,0.8761047493890013,4,gbdt,0.9475397252525682,0.26463547380489477,0.577409149353527,0.006323669850229058,12,46,0.03469918035611588,40,COMPLETE
231,0.761206299889843,2025-10-14 02:24:57.813431,2025-10-14 02:25:32.007729,0 days 00:00:34.194298,0.8799396623676824,4,gbdt,0.9615510175721822,0.2860891109026619,0.4633556807879148,0.007485323858691702,12,49,0.03548013495229785,40,COMPLETE
232,0.7621047960828057,2025-10-14 02:25:32.010895,2025-10-14 02:26:15.422295,0 days 00:00:43.411400,0.8868904234197755,4,gbdt,0.9342028021189794,0.30990430668915314,0.6147425003791682,0.006731404055511048,11,47,0.03358489107247195,40,COMPLETE
233,0.76124814546355,2025-10-14 02:26:15.426921,2025-10-14 02:26:47.289641,0 days 00:00:31.862720,0.886886208982615,4,gbdt,0.9371790606963063,0.3088542123830115,0.6111499630426828,0.0063133709040599974,11,47,0.0328343241326887,40,COMPLETE
234,0.7619885171624302,2025-10-14 02:26:47.294095,2025-10-14 02:27:30.328361,0 days 00:00:43.034266,0.8777514968369476,4,gbdt,0.9401488069970143,0.2556741331967118,0.6238557170634131,0.00644645199812544,11,45,0.036147059330676315,40,COMPLETE
235,0.7623382190775418,2025-10-14 02:27:30.330975,2025-10-14 02:28:09.913049,0 days 00:00:39.582074,0.876073970354373,4,gbdt,0.9391694871811124,0.26850766528027,0.6353444428874976,0.006641665580756889,12,45,0.03637880291198514,40,COMPLETE
236,0.761547276737217,2025-10-14 02:28:09.917478,2025-10-14 02:28:47.434590,0 days 00:00:37.517112,0.8906158858021631,4,gbdt,0.9278704440283652,0.25513828838548125,0.6288358529763162,0.0065170555822408865,11,48,0.03428542504333256,40,COMPLETE
237,0.7609556170466913,2025-10-14 02:28:47.439166,2025-10-14 02:29:23.370362,0 days 00:00:35.931196,0.87291145811353,4,gbdt,0.9418467577757385,0.2445699135986642,0.654624567262943,0.00593129373135083,11,45,0.0310561245181544,24,COMPLETE
238,0.7614372635383254,2025-10-14 02:29:23.373612,2025-10-14 02:30:07.909258,0 days 00:00:44.535646,0.8838476694696372,4,gbdt,0.9490976839185304,0.29176241392446756,0.5144118775532454,0.005466698627575852,11,43,0.03329539701566249,40,COMPLETE
239,0.7603641924526655,2025-10-14 02:30:07.914531,2025-10-14 02:30:43.408438,0 days 00:00:35.493907,0.8992865576361939,4,gbdt,0.9618385327715564,0.31803261946673095,0.6164293909924737,0.006022416866563215,12,45,0.03649168931130038,40,COMPLETE
240,0.7616633892470841,2025-10-14 02:30:43.412954,2025-10-14 02:31:20.831024,0 days 00:00:37.418070,0.8683618703122662,4,gbdt,0.9323141063034792,0.27581920563241225,0.5353845975792833,0.006507198341773837,11,49,0.037028105900253114,40,COMPLETE
241,0.7621584196906899,2025-10-14 02:31:20.833477,2025-10-14 02:32:09.052599,0 days 00:00:48.219122,0.8779311439629235,4,gbdt,0.937868592091152,0.22888042148570265,0.5623002262834917,0.006889655283963617,12,46,0.03627906297304974,40,COMPLETE
242,0.762067991208538,2025-10-14 02:32:09.057064,2025-10-14 02:32:47.764588,0 days 00:00:38.707524,0.8881427127131053,4,gbdt,0.9397340998684776,0.2513273775622723,0.5725650493950504,0.006788569882284244,12,47,0.03507605129322349,40,COMPLETE
243,0.7622659468774072,2025-10-14 02:32:47.769011,2025-10-14 02:33:26.216307,0 days 00:00:38.447296,0.8881213453789751,4,gbdt,0.9405631040577023,0.24771338887523123,0.5851442240510656,0.007067319595084677,12,47,0.03435005275124032,40,COMPLETE
244,0.7626948695811115,2025-10-14 02:33:26.219259,2025-10-14 02:33:58.368884,0 days 00:00:32.149625,0.8929443018093866,4,gbdt,0.9378309611619893,0.24567301949099424,0.590232816193514,0.007176467548774061,12,47,0.03471837150753935,40,COMPLETE
245,0.7611375126154983,2025-10-14 02:33:58.373313,2025-10-14 02:34:43.918436,0 days 00:00:45.545123,0.9061655175229263,4,gbdt,0.940717978215048,0.22522811360914374,0.5842239509903474,0.00696713142932106,12,46,0.033508085774439415,40,COMPLETE
246,0.7615701198493112,2025-10-14 02:34:43.923019,2025-10-14 02:35:17.982578,0 days 00:00:34.059559,0.8915027121221086,4,gbdt,0.9510354619488907,0.2162586739820757,0.4891179223644704,0.006471136689361711,12,47,0.03458243182976957,40,COMPLETE
247,0.7620609477854952,2025-10-14 02:35:17.987006,2025-10-14 02:36:10.880595,0 days 00:00:52.893589,0.8829772553422995,4,gbdt,0.933690239901066,0.23841101087430489,0.5323772010321574,0.006754724687762558,12,48,0.03569585949684877,40,COMPLETE
248,0.7608925078217679,2025-10-14 02:36:10.884698,2025-10-14 02:36:49.192701,0 days 00:00:38.308003,0.6248626679591361,4,gbdt,0.9303622062693566,0.255258917778883,0.5380115187031473,0.006595677922767811,12,49,0.03546246702620279,32,COMPLETE
249,0.7622546060433573,2025-10-14 02:36:49.197175,2025-10-14 02:37:27.847125,0 days 00:00:38.649950,0.8810954131820311,4,gbdt,0.9371895580252049,0.23817443972070232,0.5571552761159952,0.006863281113649209,12,47,0.03415210697710394,40,COMPLETE
250,0.7619696093760782,2025-10-14 02:37:27.851444,2025-10-14 02:38:11.729839,0 days 00:00:43.878395,0.8803696763537217,4,gbdt,0.9403942758287612,0.2376237741379202,0.5652551415914532,0.006748631149707063,12,47,0.03319740832427658,40,COMPLETE
251,0.7608448584183016,2025-10-14 02:38:11.735551,2025-10-14 02:38:49.526730,0 days 00:00:37.791179,0.8827662321618435,4,gbdt,0.9389931251356735,0.22716235861800982,0.5624573368581589,0.00687754264708491,12,47,0.033281244018100134,40,COMPLETE
252,0.7610682495825796,2025-10-14 02:38:49.529877,2025-10-14 02:39:42.387883,0 days 00:00:52.858006,0.8685698421692439,4,gbdt,0.9371265497596444,0.23640597534516178,0.5311876043141985,0.00678605465719809,12,44,0.034310587816101405,40,COMPLETE
253,0.7587209945166973,2025-10-14 02:39:42.391312,2025-10-14 02:40:31.751239,0 days 00:00:49.359927,0.8997605552757258,4,gbdt,0.9676659221507843,0.23711103436402864,0.44008569027910405,0.007168758449291625,12,47,0.032391553595753075,104,COMPLETE
254,0.7554794017839809,2025-10-14 02:40:31.755583,2025-10-14 02:42:42.566967,0 days 00:02:10.811384,0.8773563987684098,4,dart,0.9492852995403451,0.24803138416818715,0.5892176815235616,0.006835324986596439,12,49,0.03142526472520123,40,COMPLETE
255,0.7615849788727866,2025-10-14 02:42:42.571804,2025-10-14 02:43:26.248037,0 days 00:00:43.676233,0.8883571494936346,4,gbdt,0.9276757090468736,0.2098291405862875,0.4913085221138814,0.006153875566415384,12,45,0.03587245421469204,40,COMPLETE
256,0.762022158283143,2025-10-14 02:43:26.250676,2025-10-14 02:44:13.909659,0 days 00:00:47.658983,0.8623846380010441,4,gbdt,0.9352939855014817,0.2674872748910275,0.3966385538326485,0.0072600675489298385,12,48,0.03473789827521319,40,COMPLETE
257,0.7602849898993066,2025-10-14 02:44:13.913764,2025-10-14 02:45:04.391463,0 days 00:00:50.477699,0.8607802356808937,4,gbdt,0.9439950687883751,0.23917922983112536,0.3635161681152737,0.007243719150585801,12,51,0.03475163001968866,88,COMPLETE
258,0.7606289383737195,2025-10-14 02:45:04.396270,2025-10-14 02:45:42.444139,0 days 00:00:38.047869,0.8683656573477917,4,gbdt,0.9228657626592451,0.2613766776621249,0.39727731212251305,0.007805394183288232,12,47,0.03619456012782707,40,COMPLETE
259,0.7613694979346817,2025-10-14 02:45:42.449273,2025-10-14 02:46:23.359017,0 days 00:00:40.909744,0.902786584253779,4,gbdt,0.9570123261376876,0.2064846244950927,0.4804921184990875,0.007171213176551437,12,45,0.029068820367356925,40,COMPLETE
260,0.762638350000645,2025-10-14 02:46:23.361488,2025-10-14 02:47:03.553927,0 days 00:00:40.192439,0.8896856029435857,4,gbdt,0.9377361532287071,0.26023830600366055,0.5439020398305421,0.007401325141163837,12,48,0.03317614876940416,40,COMPLETE
261,0.7612980056840678,2025-10-14 02:47:03.558565,2025-10-14 02:47:53.377472,0 days 00:00:49.818907,0.9208705093869056,4,gbdt,0.9415486082565854,0.2817625297662712,0.5665286005084469,0.005657317793198039,12,48,0.033342841820282534,40,COMPLETE
262,0.7610430065348333,2025-10-14 02:47:53.382217,2025-10-14 02:48:28.443466,0 days 00:00:35.061249,0.8614568791577037,4,gbdt,0.9506309117998614,0.259746359666404,0.6388085698255482,0.0063183900623748025,12,44,0.032699359522613616,40,COMPLETE
263,0.7623576864106254,2025-10-14 02:48:28.446453,2025-10-14 02:49:12.904285,0 days 00:00:44.457832,0.895755068798756,4,gbdt,0.9371601117088344,0.24443281132899533,0.011567454919467347,0.0074903451683188205,12,46,0.03433418069696761,40,COMPLETE
264,0.7617020349150642,2025-10-14 02:49:12.909116,2025-10-14 02:49:48.550813,0 days 00:00:35.641697,0.9063080950287943,4,gbdt,0.9418868515035655,0.22526856305461082,0.026084214858861785,0.007442136089244875,12,46,0.030272485131105704,40,COMPLETE
265,0.7612447289026121,2025-10-14 02:49:48.555342,2025-10-14 02:50:27.434548,0 days 00:00:38.879206,0.8941359032486792,4,gbdt,0.9210994899616052,0.2465072870170178,0.4725829076975432,0.0067959630799202305,12,47,0.03475109694055951,40,COMPLETE
266,0.7605681592321526,2025-10-14 02:50:27.439778,2025-10-14 02:51:01.550329,0 days 00:00:34.110551,0.9117759537280026,4,gbdt,0.9343784480716437,0.22130616446217452,0.5226592833543846,0.007080267271395182,12,51,0.03189044282388491,40,COMPLETE
267,0.7615437984057223,2025-10-14 02:51:01.552947,2025-10-14 02:51:33.818695,0 days 00:00:32.265748,0.8967306713265029,4,gbdt,0.9599440464591866,0.1994494644528479,0.5912048302542738,0.0075710862164091175,12,48,0.0337123130694449,40,COMPLETE
268,0.7613914300457345,2025-10-14 02:51:33.821826,2025-10-14 02:52:15.049442,0 days 00:00:41.227616,0.8811108832702748,4,gbdt,0.9479586754557402,0.27043688828569995,0.004622905541869451,0.006617735743495501,12,45,0.03577309675698972,40,COMPLETE
269,0.7612094298127536,2025-10-14 02:52:15.054139,2025-10-14 02:52:45.197320,0 days 00:00:30.143181,0.8734443841929795,4,gbdt,0.937527037498142,0.24646817293654033,0.6810441273414073,0.0073034626988348625,12,43,0.03484298031805349,40,COMPLETE
270,0.76128420823668,2025-10-14 02:52:45.202938,2025-10-14 02:53:18.708100,0 days 00:00:33.505162,0.8905739587337493,4,gbdt,0.9273240988624836,0.288645524310531,0.40651425615111136,0.0068774183282563316,12,52,0.033781355302247164,32,COMPLETE
271,0.7613261073896347,2025-10-14 02:53:18.713252,2025-10-14 02:53:59.876810,0 days 00:00:41.163558,0.917243236983397,4,gbdt,0.9540298923190622,0.22899448971426176,0.5529721858000624,0.00646012696721553,12,48,0.03559242362458632,40,COMPLETE
272,0.7615470799240833,2025-10-14 02:53:59.881013,2025-10-14 02:54:34.176124,0 days 00:00:34.295111,0.9001848311509107,4,gbdt,0.9224680762173797,0.2699399310584706,0.6456936365078608,0.007806586280309994,12,50,0.03300761816814299,40,COMPLETE
273,0.7539437500337896,2025-10-14 02:54:34.179009,2025-10-14 02:56:32.851618,0 days 00:01:58.672609,0.8835109882585142,4,dart,0.9683126948290712,0.25827793868427407,0.43970566670017525,0.007012666954831922,12,46,0.034442662323238504,32,COMPLETE
274,0.7610904213261176,2025-10-14 02:56:32.855933,2025-10-14 02:57:09.272930,0 days 00:00:36.416997,0.871262082701231,4,gbdt,0.9354125500948903,0.24439078171078715,0.5088097416366724,0.006225767028698314,12,49,0.03669015529915328,40,COMPLETE
275,0.7613451131755586,2025-10-14 02:57:09.277434,2025-10-14 02:57:59.931860,0 days 00:00:50.654426,0.9081949563066462,4,gbdt,0.945905858392321,0.19126741386980006,0.5776533787451109,0.005791324980371135,12,44,0.03558248751023937,40,COMPLETE
276,0.761981858594666,2025-10-14 02:57:59.936359,2025-10-14 02:58:37.363365,0 days 00:00:37.427006,0.8909440442433553,4,gbdt,0.927991049271112,0.2847110114794713,0.06508495202933412,0.0073722066759232706,12,52,0.03471977626829583,32,COMPLETE
277,0.76038922482512,2025-10-14 02:58:37.365864,2025-10-14 02:59:06.357344,0 days 00:00:28.991480,0.8936566031089146,4,gbdt,0.9299460664523866,0.2974808627007411,0.08782091089688587,0.007387988352425423,12,53,0.037119536723458205,16,COMPLETE
278,0.7621299255417677,2025-10-14 02:59:06.361765,2025-10-14 02:59:44.226150,0 days 00:00:37.864385,0.9018787539580888,4,gbdt,0.9198940893638132,0.28844149578938655,0.14848430506398788,0.008007793306018784,12,51,0.03492747806499599,32,COMPLETE
279,0.7610401937196521,2025-10-14 02:59:44.231452,2025-10-14 03:00:13.725445,0 days 00:00:29.493993,0.9051328721485427,4,gbdt,0.9227990274199636,0.27831931850814867,0.1580242768686274,0.007727478872261254,12,51,0.03621113459447507,32,COMPLETE
280,0.7608310664956882,2025-10-14 03:00:13.727834,2025-10-14 03:00:49.319446,0 days 00:00:35.591612,0.9239423846328674,5,gbdt,0.9169538463570888,0.297640520769655,0.4972698833140205,0.008038046191116425,12,49,0.001736230091687085,24,COMPLETE
281,0.7608171532580902,2025-10-14 03:00:49.325635,2025-10-14 03:01:21.490220,0 days 00:00:32.164585,0.9358339899362151,4,gbdt,0.93595009169926,0.25945165087241084,0.2617611742091096,0.007075947885778518,12,42,0.035181799911834635,32,COMPLETE
282,0.7615745534619087,2025-10-14 03:01:21.492979,2025-10-14 03:01:46.113231,0 days 00:00:24.620252,0.5905367066084724,4,gbdt,0.9473066420142933,0.21957744587743191,0.0017793838448565621,0.008152690084452505,12,50,0.03725669255548833,32,COMPLETE
283,0.7612764528307383,2025-10-14 03:01:46.117813,2025-10-14 03:02:13.477024,0 days 00:00:27.359211,0.916359869062784,4,gbdt,0.9075885719892652,0.30319671398523407,0.6657144907037187,0.007619133204211767,12,46,0.035937654298723705,24,COMPLETE
284,0.7609423773097543,2025-10-14 03:02:13.480635,2025-10-14 03:02:48.655489,0 days 00:00:35.174854,0.8840303731701222,3,gbdt,0.9315041938536759,0.27764491861315377,0.22512317579136215,0.006585994083455326,12,44,0.03404537228417121,32,COMPLETE
285,0.7618265509430134,2025-10-14 03:02:48.659866,2025-10-14 03:03:16.386837,0 days 00:00:27.726971,0.899035952338297,4,gbdt,0.9559375462802635,0.25219738747929976,0.09937076298493905,0.007130538366201564,5,75,0.026937782243735914,40,COMPLETE
286,0.7616480512409606,2025-10-14 03:03:16.389294,2025-10-14 03:03:47.631361,0 days 00:00:31.242067,0.8732618068484025,4,gbdt,0.9405479940748221,0.3080745896055603,0.6118012196294677,0.007457067944891056,11,79,0.03887408548933017,40,COMPLETE
287,0.761083353340431,2025-10-14 03:03:47.636026,2025-10-14 03:03:57.980068,0 days 00:00:10.344042,0.9075592693869173,4,gbdt,0.9225942679610964,0.27406614282436387,0.13048455141296617,0.037205902447429356,10,48,0.034915262450340975,40,COMPLETE
288,0.7610809234731272,2025-10-14 03:03:57.982293,2025-10-14 03:04:31.058849,0 days 00:00:33.076556,0.8671271212506475,4,gbdt,0.9483552888590698,0.22845652237377034,0.5371603648699973,0.006254339485490961,12,53,0.031257301494722785,32,COMPLETE
